text,label
"When we invited the columnist Thomas Friedman onto The   to discuss the latest tempest surrounding Donald J. Trump, we had no idea that his column would touch off a   of its own. In it, Mr. Friedman compared a remark by Donald J. Trump  —   widely interpreted as a call for gun owners anxious about Hillary Clinton to take the law into their own hands  —   to the kind of incendiary political language that Mr. Friedman said had incited the assassination of Prime Minister Yitzhak Rabin of Israel in 1995. “His children,” Mr. Friedman wrote of Mr. Trump, “should be ashamed of him. ” Right before we taped the show, a prominent fellow journalist, Bob Woodward of The Washington Post, scolded Mr. Friedman for engaging in “hyperbolic” and “excessive” criticism in the column by mentioning Mr. Trump’s children as he did. “That makes no sense,” said Mr. Woodward, who argued that there should be a “zone of protection” around a candidate’s children. On today’s episode, Mr. Friedman rejects that argument, saying that Mr. Trump had forfeited any such “zone of protection” when his children became top advisers to his campaign and highly public spokesmen for it. “Oh my God. I mean, who are the main speakers at Trump’s convention?” Mr. Friedman asked. “They are his kids. Who has he cited as his top advisers? His kids. ” An edited excerpt from our interview: I asked whether Mr. Friedman was trying to encourage Mr. Trump’s children to intervene and rein in their father.  “If you want to change his behavior, it seems to me legitimate to call on them,” he said. In the same episode, we asked a former top employee of Mr. Trump’s, Barbara Res, once the head of construction at his company, whether the inflammatory language he is now using resembled his choice of words and his shading of the truth as a boss in the workplace. Her answer? “Absolutely. ” Ms. Res, the author of “All Alone on the 68th Floor,” a memoir about her days as a woman in the   construction industry, said Mr. Trump’s inaccurate claim that Hillary Clinton was a “founder of ISIS” reminded her of how he talked in the office. “For one thing he tends to exaggerate tremendously,” she said. “Like the thing about being the founder of ISIS. ” “He used to do that all the time. He would make a tremendously exaggerated remark, or make something up that wasn’t even exaggerated, and then he would pounce on it and repeat it,” Ms. Res recalled. Please let us know what you think of the show. You can reach us at therunup@nytimes. com, or find me on Twitter, and you can leave ratings and feedback on iTunes. From a desktop or laptop, you can listen by pressing play on the button above. Or if you’re on a mobile device, the instructions below will help you find and subscribe to the series. On your iPhone or iPad: 1. Open your podcast app. It’s a   app called “Podcasts” with a purple icon. 2. Search for the series. Tap on the “search” magnifying glass icon at the bottom of the screen, type in “The  ” and select it from the list of results. 3. Subscribe. Once on the series page, tap on the “subscribe” button to have new episodes sent to your phone free. You may want to adjust your notifications to be alerted when a new episode arrives. 4. Or just sample. If you would rather listen to an episode or two before deciding to subscribe, just tap on the episode title from the list on the series page. If you have an internet connection, you’ll be able to stream the episode. On your Android phone or tablet: 1. Open your podcast app. It’s a   app called “Play Music” with an    icon. 2. Search for the series. Click on the magnifying glass icon at the top of the screen, search for the name of the series and select it from the list of results. You may have to scroll down to find the “Podcasts” search results. 3. Subscribe. Once on the series page, click on the word “subscribe” to have new episodes sent to your phone free. 4. Or just sample. If you would rather listen to an episode or two before deciding to subscribe, just click on the episode title from the list on the series page. If you have an internet connection, you’ll be able to stream the episode.",True
"MOSCOW (Reuters) - Kremlin critic Alexei Navalny called on his supporters on Wednesday to hold street protests this weekend across Russia, in defiance of an official ban, to demand that Navalny be allowed to run in next year s presidential election. Navalny, a vocal critic of President Vladimir Putin, was jailed for 20 days on Monday for repeatedly violating laws governing the organization of public meetings and rallies. His arrest, the third this year, means that he will miss a campaign rally planned in Putin s hometown of St Petersburg on Oct. 7 - the Russian leader s birthday. Appealing to his supporters via his Facebook page, Navalny called on them to attend protests in both St Petersburg and Moscow on Saturday, adding that 80 of his support groups were meanwhile organizing protests across Russia.  Our task is to make Oct. 7 the day when every decent person will pronounce aloud or to himself at least these two demands: political competition and Navalny s admission to the polls,  he said in the appeal, which he said he had dictated from jail. The authorities have banned the planned weekend rallies in Moscow and St Petersburg, and the Kremlin warned on Tuesday that those calling for the protests would be prosecuted. Putin said earlier on Wednesday that he had not yet decided whether he would run for re-election in March 2018, something he is widely expected to do. Opinion polls show that if both Putin and Navalny were running, the incumbent would win by a wide margin. ",True
"The Daily Sheeple – by Ryan Banister 
An award-winning California state trooper was caught on camera fleeing the scene after crashing his patrol car into a parked vehicle and a utility pole, snapping it in half, on Thursday afternoon at 2:30 p.m. 
When other officers approached and asked him to explain what happened, officer Daniel Kenney refused to get out of the vehicle. With at least three officers surrounding the front end of the car, Kenney reverses and then speeds away past a cameraman across the street. 
Kenney, a state park K-9 officer, is now on paid administrative leave. 
Nearly 1,000 homes and business in the area were left without power. 
Officers placed Kenney in handcuffs when he eventually decided to pull over. He was taken to a hospital where it was determined that he was not intoxicated. 
A man inside the parked vehicle which Kenney struck suffered minor injuries and was taken to the hospital, according to Action News Now.",False
"NEW YORK/SAN JUAN (Reuters) - Puerto Rico’s governor on Monday said the island’s vote in favor of becoming a U.S. state, despite low voter turnout and widespread boycotts, was “a fair and open” process that U.S. Congress should act upon. An island-wide referendum on Sunday favored statehood in a 97 percent landslide, though voter turnout reached just 23 percent as opponents of Governor Ricardo Rossello’s push to become a state boycotted the vote. The non-binding plebiscite is not expected to sway the U.S. Congress, which would have to agree to make Puerto Rico a state. Currently a U.S. territory, the island is struggling with $70 billion in debt and a 45 percent poverty rate, and is not viewed as a priority in Washington.   Rossello, who campaigned on a push for statehood, said in a telephone interview with Reuters that he will go to the U.S. capital this week to urge federal lawmakers to begin the process of admitting Puerto Rico into the union. “We will make sure this becomes an issue,” Rossello said. The vote comes at a critical time for Puerto Rico, whose hazy status - which dates to its 1898 acquisition by the United States from Spain - has contributed to its ongoing economic crisis. Last month, the island filed the biggest municipal bankruptcy in U.S. history. Its woes make statehood even more urgent, Rossello said. “Statehood brings stability, allows us to have fewer rule-changes from Congress, provides resources to our people,” he said.  Sunday’s referendum, which cost Puerto Rico between $5 million and $7 million, according to government estimates, was the island’s fifth since 1967 - and the third in which pro-statehood sentiments triumphed, though none have moved Congress to act. “If the U.S. is going to go to Venezuela and Cuba and Afghanistan and push democracy abroad, they’ve got to do the same” with their own territories, he said.  But Puerto Ricans are skeptical the island’s status will change. “This has all been a waste of time,” said taxi driver Felix Salasarar, 54, adding that federal lawmakers will “look at the voter turnout and say, ‘where’s the will of the people?’”  Working against the governor may be a perception in Washington that Sunday’s vote was not fair.  The U.S. Department of Justice in April called on Rossello to change ballot language that initially did not give voters an option to remain a U.S. territory.  Rossello told Reuters he made that decision because the territory option - which Rossello equates to colonialism - already lost in a previous status referendum, in 2012, making this year’s vote a choice between statehood and independence.  The Justice department viewed the language as politically unfair to millions of Puerto Ricans who favor territory status, prompting Rossello to add the territory option. But the Justice department never reviewed or approved the new language. To be sure, Sunday’s results do not reflect the true nature of Puerto Ricans’ views on statehood, which are fairly evenly divided between those who favor it and those who do not, based upon historical election results. Statehooder Rossello, for example, won his own election with just 42 percent of the vote. But that, the governor said, is how democracy works: “Everybody knows that those who go through the voting process have a louder voice than those who don’t,” he said. Carolina Santos, a single working mother struggling to make her mortgage payments, said bankrupt Puerto Rico has more important things to worry about than a status vote. “Maybe we should focus more on fixing our financial problems and our schools,” she said. ",True
"Some foreign leaders settle for stealing billions of dollars. Russia’s president, Vladimir Putin, may have wanted to steal something even more valuable: an American presidential election. As our election takes a turn that could be drawn from a Cold War spy novel (except it would be too implausible) Putin has an obvious favorite in the race: Donald Trump. “It’s crystal clear to me” that Putin favors Trump, says Michael McFaul, a Stanford professor who was ambassador to Russia until 2014. “If I were Putin, I would rather deal with Trump, too, given the things he has said about foreign policy. ” Look, Democratic Party leaders exchanged inappropriate emails showing bias for Hillary Clinton over Bernie Sanders, and a hacker’s disclosure has properly triggered a ruckus. But that scandal pales beside an effort apparently by a foreign dictatorship to disrupt an American presidential election. It also seems scandalous to me that Trump on Wednesday effectively invited Russia to hack into Clinton’s computers for deleted emails from when she was secretary of state, saying at a press conference, “Russia, if you’re listening, I hope you’re able to find the 30, 000 emails that are missing. ” Yes, Trump is entertaining. But increasingly, the antonym of “gravitas” is “Trump. ” Clinton could have responded by inviting Russia to hack into Trump’s computers and release his tax returns she didn’t because the hack would be illegal and her plea would be unpresidential. In his press conference, Trump also cast doubt on the idea that Russia hacked the Democratic National Committee’s computers. “It’s probably not Russia,” he said, suggesting it might be China, or “some guy with a 200 I. Q. ” So let’s go through the evidence. America’s intelligence agencies have assessed with “high confidence” that Russia’s government was behind the hack, and private security companies have identified two Russian teams of hackers that were inside D. N. C. computers. One team is called Cozy Bear and is linked to the F. S. B. the successor to the K. G. B. and another is called Fancy Bear and is linked to the G. R. U. or Russian military intelligence. Cyber experts are very familiar with both Cozy Bear and Fancy Bear. The next question is whether Russia was also behind the release of the stolen emails to WikiLeaks. Someone using the name Guccifer 2. 0 claimed to be behind the hack, denied Russian involvement and claimed to be Romanian  —   but wrote Romanian badly. ThreatConnect, a private security firm, issued a meticulous report showing that Guccifer used a   VPN (virtual private network) service and displayed other “heavy traces of Russian activity. ” “Guccifer 2. 0 is a Russian propaganda effort,” ThreatConnect concluded. After talking to experts, I have the sense that there’s considerable confidence that Russia is the culprit, but more doubt about whether Putin gave the order and about whether the aim was to benefit Trump or simply to create havoc. “I think the most likely explanation is that someone in Russian intelligence, probably very high up, decided to help Donald Trump,” said Benjamin Wittes, a security expert at the Brookings Institution, but he added that there’s no solid evidence for this. One reason for caution is that history shows that “intelligence community” is sometimes an oxymoron. In the 1980s, the United States accused Russia of conducting chemical warfare in Southeast Asia, citing “yellow rain” in jungles there. Years later, it turned out that this “yellow rain” may have actually been bee excrement. Democrats should be particularly wary of hinting that Trump is some sort of conscious pawn of the Russians, or is controlled by Moscow through financial investments. It’s true that his son Donald Trump Jr. said in 2008 that “we see a lot of money pouring in from Russia. ” But do you really think that if Trump were an agent he would have exaggerated his ties, as he did last year, saying of Putin, “I got to know him very well”? In fact, Trump acknowledged Wednesday, he has never even met Putin. The reason Moscow favors Trump isn’t some conspiracy. It’s simply that Putin dislikes Clinton, while Trump’s combination of international ignorance and catastrophic policies would benefit Putin. In particular, Trump’s public doubts about NATO renounce more than half a century of bipartisan orthodoxy on how to deal with Russia, and undermine the Western alliance that checks Putin. One nightmare of security specialists is Russia provoking unrest among ethnic Russians in Estonia, Latvia or Lithuania and then using rioting as an excuse to intervene. NATO members would be obliged to respond, but frankly it’s not clear that they would  —   and Trump’s loose rhetoric increases the risk of paralysis and a collapse of the alliance. In that sense, Trump poses a national security risk to the West, and that’s reason enough Putin would be thrilled to see him elected president.",True
"It s over, folks. Shy a miracle, and despite probably losing the popular vote, Trump has won the election (and wrecked the world economy in the process).There s really not much to say about this other than  try not to kill yourself via alcohol poisoning.  The United States of America has entered the Twilight Zone and now answers to President  Grab  Em By the Pussy  Trump. Undoubtedly when he  opens up the libel laws,  life will get much more interesting for me, but for now, my job is clear   and so is yours. Through protest and action, every point on the Republican agenda must be stopped.I don t know why so many Democrats chose to stay home. I don t know why so many people thought that  what if burning it all down is really the answer.  For the families of immigrants and for the 11 million forming a vital part of our economy, it wasn t the answer. For the millions of people who have lost faith in the police and public institutions, this certainly wasn t the answer. For our allies abroad, this was not the answer. For religious minorities, this was not the answer. For women who have faced public shame at the hands of abusers, for women in general, hell, for people   this was not the answer.An orange buffoon with the temperament of a spoiled toddler is shortly going to be given access to the most powerful nuclear arsenal in the world. Let that sink in for a few seconds.Along with the obvious electoral bloodshed, Democratic candidates faced a bloodbath in the House and Senate, respectively. You can google the numbers. I m going to take the time I would have otherwise taken to do that for you here to pour myself another drink and pack another bowl (Oregon remains a liberal bastion, and if that bastard comes for our weed, I m going to grab that stupid Tea Party flag and scream  states  rights!  in his face until my throat bleeds. How else are we possibly going to cope with this?).And thanks to President Obama s right to a nominee being stolen from him, that means that the Supreme Court will remain conservative   as Trump himself has said, we ll be getting another Scalia.Cheers, America. Maybe we deserve this.Featured image via Getty/Anadolu Contributor",False
" One Party Favors Open Borders, The Other Party Favors Law And Order A priest is not only protected by the First Amendment, at least for now, he is also bound by the 5th Commandment,  Thou shalt not kill.  If a priest doesn t speak up for the most vulnerable in our society and if the Catholic faithful don t actively protect the most vulnerable in our society by refusing to enable their deliberate destruction with their vote, then such Catholics, the priest and the laity are condoning their acts with their cowardice.   Part of every Catholic s share in the hardship of the gospel, including your priests, is that we must repent of our actions that are offensive to God and destructive to our brothers and sisters. We must oppose the threats to innocent life that are the most real and the most urgent. Make no mistake, there is no single issue that threatens innocent human life more directly, consistently, imminently and urgently than the deliberate killing of baby girls and baby boys in their mother s womb No issue! We have a serious obligation to protect human life, and especially the lives of the most innocent and vulnerable among us. Whoever fails to do this, whenever otherwise able to do so, commits a serious sin of omission. They jeopardize their own spiritual well being and are a source of scandal for others. Should they be Catholics they should NOT receive holy communion. Now I hope you realize that it takes a lot of courage for a priest to communicate such challenging words as these, reminding his people that some actions are so greatly sinful, that they render   a Catholic unworthy of holy communion until there is complete repentance. A priest who is more concerned about the state of his peoples souls than they are themselves, deserves the esteem of his people for his willingness to speak such difficult truth with genuine love. To put the welfare of his people s souls ahead of his own reputation, popularity or comfort. Such a priest should receive respect, admiration and support, rather than resistance or criticism. So please pray for, thank and encourage the spiritual Father that God has appointed for you, and who loves you enough to tell you the truth with those challenging words. Because the priest who said those particular words is your Bishop and my Bishop. ",False
"RICHMOND, Va. (Reuters) - The Virginia state Senate on Monday approved a bill making the  electric chair the default method of execution if lethal injection drugs are unavailable. The bill passed the Republican-controlled Senate by a 22-17 vote. The Republican-dominated House has already approved the measure. After a lower chamber vote on a minor amendment, the measure will go to Democratic Governor Terry McAuliffe for approval. A spokesman for the governor said the measure would be reviewed when it arrived. Virginia is one of eight states that allows electrocution as a method of execution, letting condemned inmates choose between it and lethal injection. If they do not choose, lethal injection is used. Virginia, along with other states, has struggled to get lethal injection drugs because pharmaceutical companies have protested their use in executions. The last death row inmate in Virginia to choose the electric chair for execution was in 2013. Inmate Ricky Gray, who killed six people in Richmond in 2006, had been scheduled for execution on March 16, adding urgency to the legislative debate. Gray’s execution has been postponed by the 4th U.S. Circuit Court of Appeals, pending a decision by the U.S. Supreme Court about whether to hear the case. Gray has not indicated which method of execution he preferred. The legislation has fueled debate in Virginia over whether capital punishment, especially the electric chair, constitutes cruel and unusual punishment. “The electric chair is outdated and barbaric,” Senator Scott Surovell, a Democrat from northern Virginia, said during a floor debate. He lost an effort to amend the bill by requiring the Virginia Department of Corrections to explain in detail why it was not able to obtain lethal drugs before opting for electrocution. State Senator Mark Obenshain, a Republican from the Shenandoah Valley, argued that if the amendment passed it would have further delayed execution of death row inmates. “Some (people) just have black hearts. They’re beyond redemption,” said Obenshain, an unsuccessful Republican  candidate for state attorney general in 2013. ",True
"As President Donald Trump prepares to unveil his administration’s diplomatic policy towards Cuba, expected to repeal reforms that had made it easier for Americans to give money to the repressive Castro regime, corporations and lobbyists that have benefitted from Obama’s “normalization” have gone into attack mode. [The hotel monolith Mariott’s chief executive is personally demanding Trump not enact   rights policies that could jeopardize the company’s bottom line. The New York Times, which published the lies that made it possible for Fidel Castro to become the island’s dictator, laments that “the United States Congress, businesses and other interested groups,” including the Cuban government, may not be pleased by the changes (this is, the Times posits, a bad thing).  The foreboding tone of American liberal media coverage surrounding the potential repeal of Obama’s 2014 “normalization” effort demands selective memory of the Obama era’s effect on the Cuban people to take seriously. His policies may have prompted optimism among the CEOs of companies like AirBNB and Carnival Cruises. But Cuban dissidents report skyrocketing rates of arbitrary arrests and an   disregard for human rights in a country that already held one of the world’s worst records on the matter before 2014. Below, eleven images that capture the suffering of the Cuban people following President Obama’s call for bilateral ties with the Castro regime, and the callous disregard the White House showed towards these consequences as they became impossible to ignore. February 2015: President Obama announced he would   friendly ties with the Castro regime in December 2014. Two months later, the regime challenged the call for treating dissidents with respect by not only beating and arresting members of the Ladies in White  —   a dissident group whose sole act of protest is silently attending Catholic Mass on Sundays dressed in white and holding the photos of political prisoners  —   but tarring one of their members, Digna Rodríguez Ibañez. Photo via Twitter.  September 2015: In a move meant to signal to the international community that they could ease the pressure on the Castro regime, Cuba invited Pope Francis to tour the city of Havana and the eastern regional capital of Santiago de Cuba. The government did not use the occasion of the pontiff’s presence on the island to cease repressing dissidents, however. Zaqueo Báez, a member of the Patriotic Union of Cuba (UNPACU) approached the papal convoy in Havana and shouted “freedom!” within earshot of the Pope. He was beaten in front of the pope and whisked away into a police vehicle. Pope Francis later denied knowledge of the incident, though video proved he was feet away as Báez was beaten. The photo below shows Báez being taken away from Pope Francis. AP   Espinosa,  December 2015:      Francisco Morales had traveled to his home country every Christmas for the past decade to set up a Christmas display for the children of his Havana neighborhood without incident. After President Obama announced his “normalization” measures, however, Morales was arrested for setting up animated characters like Santa Claus and Mickey Mouse on the roof of his family home. Cuba is an atheist state that has persecuted and tortured Christians since the 1960s and only allowed leftist Liberation Theologists and Jesuit Catholics to operate unperturbed on the island in recent years. Evangelical Christians, Jehovah’s Witnesses, and   Adventists are especially subject to arrest and other state abuse.  @CubanetNoticias,  January 2016: Cuban dissidents from a number of prominent groups on the island regularly suffer actos de repudio, “acts of rejection,” in which the government sends angry mobs to their homes to intimidate and insult them. In a particularly brazen rejection of international human rights norms, one acto de repudio featured a bonfire made up of copies of the United Nations’ Universal Declaration of Human Rights. Marti Noticias. March 2016: President Obama’s trip to Cuba triggered some of the Cuban government’s most aggressive abuses against dissidents. Below, the mass arrests of dozens of Ladies in White, grabbed by the clothes and hair and beaten into submission, shortly before the president’s arrival. Adalberto    Images,  March 2016: The oppression was not limited to Ladies in White. One Cuban dissident succeeded in using the occasion of President Obama’s visit to protest live on American television. Yasser Rivero Boní, the son of a Lady in White who has lost most of his vision following beatings by Castro police, ran onto the set of ESPN and interrupted Bob Ley’s live broadcast to call for freedom on the island. Within seconds, a sqaud of   Cuban police apprehended and whisked him away.  .  March 2016: President Obama was not the only   visitor to the island this month. The Rolling Stones, a British band that Fidel Castro had banned from the island for their “imperialist” music, played a “historic” concert for those in the government’s good graces that month. Naturally, this irked Cuba’s punk rock community, and in particular the band Porno para Ricardo, who writes punk music against the regime. In protest, they played a “concert” titled “Public Scandal,” in which they stood in silence, holding their instruments, for the duration of a concert. Porno Para Ricardo social media,  March 2016: President Obama completed his itinerary in Cuba, delivering a speech in which he quoted poet José Martí, stopping for   under the image of Castro butcher Ernesto “Che” Guevara at the Plaza of the Revolution, and attending a baseball game with Raúl Castro. In the below image, the president does “the wave” with the Cuban dictator. White   Souza,  August 2016: Cuban dissident Guillermo Fariñas is an   pacifist human rights activists. In the below photo, he was conducting his 23rd hunger strike against the Castro regime. In this one, he also refused water. The below photo shows friendly trying to carry him to a local hospital after he had lost mobility. Cuban hospitals rejected Fariñas before ultimately taking him in as a patient, responding to international pressure. elblogdegeronimo. wordpress. com via Cubanet,  May 2017: The Cuban dissident Daniel Llorente, who does not belong to any dissident groups, is carried away from the streets of Havana after receiving a beating from the   Cuban police in the photo. Llorente interrupted the Castro’s May Day parade  —   an international celebration of communism  —   by running in front of the parade waving an American flag. Llorente became an active dissident following the “normalization” announcement, using his American flag to welcome Carnival Cruises to Havana, where Cuban agents berated and insulted him. Llorente was placed in a mental institution following his act of defiance in May. AP   Espinosa.  Follow Frances Martel on Facebook and Twitter.",True
"BEIRUT (Reuters) - Lebanon could face economic sanctions from Arab countries or worse if Hezbollah does not stop meddling in regional conflicts, a Lebanese Sunni politician said on Friday.  Former Justice Minister Ashraf Rifi, who rose to prominence with vocal opposition to Shi ite Hezbollah, is closely aligned to the Saudi position in Lebanon and more hawkish than long-established Sunni leaders.   We can expect economic repercussions. At the political level too, at the level of our Lebanese-Arab relations. And it s open to all the possibilities, unfortunately,  he said. His comments to Reuters echo recent statements by Saad al-Hariri, who quit abruptly as Lebanese prime minister in a broadcast from Saudi Arabia two weeks ago.     The shock resignation thrust Lebanon into a regional rivalry between Riyadh and its allies against an Iranian bloc, which includes the Hezbollah militant group and political party.     Rifi said he has been in touch with Saudi officials recently over Lebanon s crisis and is familiar with Riyadh s thinking.       A political rival of Hariri, Rifi defeated a Hariri-backed list in local elections in the mostly Sunni city of Tripoli last year, though he lacks the premier s country-wide standing.   Today, Lebanese officials have a big responsibility. All the Lebanese officials have to be careful about good relations with the Arab world,  Rifi told Reuters.  There is no more leniency towards Hezbollah...using its illegitimate arsenal  in Middle East conflicts.   Lebanon s heavily armed Hezbollah, a part of the political fabric, wields great influence in the country. It also has sent thousands of fighters into Syria to battle alongside the Damascus government against mostly Sunni rebels and militants.  Lebanese politicians and bankers have said they fear Saudi Arabia corralling Arab allies to economically blockade Lebanon as they did with Qatar.      Lebanon cannot live without the Arab countries,  Rifi said.  We know how many Lebanese work in Saudi Arabia or in the Gulf and how much revenue they bring...to the Lebanese economy.       Up to 400,000 Lebanese work in the Gulf, and remittances flowing into the country are a vital source of cash to keep its economy afloat and the heavily-indebted government functioning. Political sources have said that potential sanctions include a ban on flights, visas, exports and transfer of remittances.    Saudi Arabia and its Arab allies have now drawn a line in the sand, Rifi said.  That there is no place for (Hezbollah) in (Lebanon s) future government, if it keeps choosing to be a security and military arm for Iran.  The Lebanese state will have to distance itself in  a real and practical  way from regional wars  so that we don t bear the repercussions of Hezbollah s acts,  he added.  In his resignation speech, Hariri said he feared assassination, railing against Iran and Hezbollah. A Sunni Muslim leader and long-time Saudi ally, Hariri has yet to return to Beirut. In his public comments after quitting, Hariri warned of possible Arab sanctions and a danger to the livelihoods of Lebanese in the Gulf. Hezbollah must stop intervening in regional conflicts, particularly Yemen, he said.   Lebanon s President Michel Aoun has called Hariri a Saudi hostage, refusing to accept his resignation unless he returns to Beirut, and stressing that the government still stands. Saudi Arabia and Hariri say he is a free man. Hariri became prime minister last year in a power-sharing deal that made Aoun, a Hezbollah political ally, president and his coalition government includes Hezbollah.  Rifi criticized Aoun s stance, as well as other Lebanese accusations that Riyadh forced Hariri to quit, as  surprising and unprecedented.  He considered Hariri s resignation constitutional and said Lebanon would have to form a new,  more balanced  government in the near future.  Rifi, a former police chief, resigned as justice minister in 2016 in protest at what he described as Hezbollah s dominant role. He had also heaped criticism on Hariri for nominating another Hezbollah ally to fill the vacant presidency.  From the moment the prime minister uttered his desire to quit, the government became a resigned one,  he said.",True
